"","x"
"828","If liberals allow the tax hikes 2 go into effect every American taxpayer will face higher rates in 94 days hitting families/small businesses"
"829","Pelosi and the Dems just voted to adjourn Congress without preventing tax hikes that will hit all taxpayers in 94 days."
"830","The Pledge is our commitment to help the economy by stopping all tax increases &amp; protecting middle-class families &amp; small businesses #pledge"
"831","Increased taxes = lost jobs and tax uncertainty = more unemployment."
"832","Delaying the vote on extending tax cuts only adds to economic uncertainty. Congress should pass extension immediately, http://bit.ly/a8wMOi"
"833","Honored to have received the �Tax Fighter Award� from the Nat'l Tax Limitation Cmte. I will continue to fight for lower taxes and reform."
"834","Taxpayers should not be on the hook for a $ 1trillion bailout of Freddie and Fannie: http://www.cnbc.com/id/37982580"
"835","First no budget and now tax hikes?  Majority Leader Hoyer is not creating certainty in the economy during tough times, http://bit.ly/96Q9Ev"
"836","RT @johnboehner: If we're going to create jobs, we need to stop the tax hike &amp; stop the spending spree in Washington. We can start here: ..."
"837","RT @RepTomPrice: 149 days until the Democrats� 2011 tax increases hit American families and small businesses. #DemTaxHike"
"838","RT @GOPWhip: 116 days until the #DemTaxHike strikes taxpayers &amp; small businesses across America http://j.mp/cJX8T0 #tcot #ocra #sgp #tea ..."
"839","RT @RepTomPrice: 143 days until the Democrats� 2011 tax increases hit American families and small businesses. #DemTaxHike"
"840","RT @GOPWhip: 110 days until the #DemTaxHike strikes taxpayers &amp; small businesses across America http://j.mp/cJX8T0 #tcot #ocra #sgp #gop"
"841","RT @RepTomPrice: 137 days until the Democrats� 2011 tax increases hit American families and small businesses. #DemTaxHike"
"842","Majority of economists say extend tax cuts for everyone: http://tinyurl.com/27zssoj
 retweet if you agree"
"843","#TCOT Obama Admin finally admits Cap And Tax could cost families $1,761 a year http://tinyurl.com/ksnoxg"
"844","Americans asking, Where are the Jobs? @GOPLeader offers 2-point plan: cut spending, freeze taxes: http://bit.ly/cN84ut"
"845","RT @WMRepublicans: First of $569,000,000,000 of taxes in Dems Health Bill in effect tom hurting small biz owners http://bit.ly/df29ng #h ..."
"846","@TheMattAxe Thank you for the follow. Join me on facebook: http://www.facebook.com/LamarSmithTX21"
"847","Alert: EPA plows ahead with backdoor national energy tax http://tinyurl.com/376f23d"
"848","RT @boblatta: @WhiteHouse reflects on """"stimulus"""" pkg, admits Republican tax cuts should have been included http://ow.ly/2SRqK #tcot #fb  ..."
"849","RT @GOPLeader: Attn @presssec: Republicans are unified: to boost our economy, we need to stop ALL tax hikes and cut spending now"
"850","Former Obama OMB director writes in support of extending 2001/03 tax relief http://tinyurl.com/2f5c6v7"
"851","RT @GOPLeader: A �yes� vote on the rule for the Democrats� tax bill before the House this morning is a vote to raise taxes and kill jobs."
"852","The Democrats won't tell the American people how much they will raise their taxes. http://tinyurl.com/233h93s"
"853","#TCOT Cap and tax is a JOB-KILLER http://tinyurl.com/mucf56"
"854","Last night, I voted to extend tax relief  More:  http://tinyurl.com/3y7cjys"
"855","Letting Bush Tax Cuts Die Would Kill Recovery: Analysts - CNBC-http://www.cnbc.com/id/38467149"
"856","#TCOT Pres should focus on a solution to #oil spill, not use it as a scare tactic to impose a national energy tax that will hurt our economy"
"857","#TCOT BP ensures me that taxpayers will not pay for the #oilspill clean up http://www.youtube.com/watch?v=xhUMRxtWskI"
"858","#TCOT, Set record straight on amnesty, the cost taxpayers and workers - http://bit.ly/bavLSg via @addthis"
"859","#TCOT spoke on the House floor this AM: hold the President to his pledge for no new taxes on the middle class http://tinyurl.com/2atazed"
"860","#TCOT Cap and trade is a national energy tax. It will kill jobs and raise prices on families and small businesses http://tinyurl.com/pwogbc"
"861","#TCOT GM = Government Motors. UAW is cashing in, while dealers, creditors and taxpayers are forced to cash out. http://tinyurl.com/q5npds"
"862","#TCOT There is an alternative to the spend too much, tax too much, grow government too much Obama budget http://tinyurl.com/d7xskt"
"863","RT @virginiafoxx: Ten Tax Increases of Obamacare: (via @NRO) http://bit.ly/cAEOAq"
"864","RT @ConfPolicy: House will vote to extend only some rates, meaning tax increase on small biz and job creators. No amendments allowed. ht ..."
"865","The Democrat financial reform plan will continue the irresponsible policy of bailouts for Wall Street using taxpayer money."
"866","The IRS could hire as many as 16,500 additional auditors and agents to investigate and collect billions in new taxes http://bit.ly/9YkxlZ"
"867","This bad hc bill includes $569 B in job-killing tax hikes during the worst recession in a generation http://bit.ly/bOtfdx"
"868","The new healthcare law includes a new yearly tax on brand name pharmaceuticals: $27 billion in new taxes over 10 years."
"869","Under the new health care law, the uninsured and those employers who don�t offer coverage will pay $120 billion in new taxes."
"870","The healthcare law includes a new 10% tax on indoor UV tanning services: $2.7 billion in new taxes over 10 years."
"871","Cap &amp; tax will cost Nebraskans $74 million in 2012 &amp; increase to $410 million by 2030 in the most optimistic case."
"872","President's proposed budget more than doubles the debt, increases our deficit and raises taxes. �Spend now pay later� mentality must stop."
"873","The Health Care law includes a new tax on people who don't purchase government-approved health insurance, $17 B in new taxes over 10 yrs."
"874","""""The Baucus Bill is a Tax Bill"""" http://online.wsj.com/article/SB10001424052748704107204574471292249934348.html"
"875","I am honored to have received the """"Tax Fighter Award"""" by the The National Tax Limitation Committee (NTLC)"
"876","Cap and tax is extortion, businesses can emit co2 as long as you pay the gov for this privilege.  Tony Soprano would be proud."
"877","With a fragile economy &amp; high unemployment, we owe it to the American people to do the right thing and extend all these necessary tax cuts."
"878","The new healthcare law includes a new 2.3% excise tax on certain medical devices: $20 billion in new taxes over 10 years."
"879","The new hcr law includes a tax increase from 7.5 to 10% of income, the threshold after which individuals can deduct out of pocket expenses."
"880","I voted NO to a massive tax increase today. During a time of no job growth is NOT the time to raise taxes on any American!"
"881","CBO confirms GOP health care plan is better - lowers premiums &amp; reduces the deficit without taxes!"
"882","The new health care law includes a $20 billion tax increase on medical devices"
"883","Tonight I voted to prevent a massive tax increase on families and small businesses."
"884","The health care law eliminates the deduction for expenses allocable to Medicare Part D subsidy, $4.5 billion in new taxes over 10 years."
"885","Stop t/spending in Washington, continue t/Bush tax cuts, &amp; work to balance t/federal budget. Read my full statement @ www.leeterry.house.gov"
"886","All tax cuts must be extended and Congress must cut spending, but I doubt speaker Pelosi will give us that opportunity."
"887","I support a financial reform plan that will end taxpayer-funded bailouts once and for all."
"888","Unemployment at 10% - Leadership in Washington has not done enough to encourage job creation. Need tax breaks and incentives."
"889","As of today, our national debt is $13 trillion, which works out to $118,700 for each taxpayer."
"890","The new healthcare law imposes a $2,500 annual cap on Flexible Spending Account contributions: $13 billion over 10 years in new taxes."
"891","I will fight for a better alternative to the proposed financial regulation - one that protects taxpayers and keeps our marketplace freedoms."
"892","Trillion Dollar Tragedy Update: Starting in 2013 ObamaCare imposes a 3.8% Medicare tax on unearned income. Sell a home, you�ll be taxed!"
"893","I'm concerned the amendment preventing the use of tax dollars from being used for abortion services will be left out of the final hcr bill."
"894","Pelosi's bill also creates a huge unfunded mandate on the states--that will cost Nebraska taxpayers millions"
"895","...and expanding tax advantages for net operating losses that will help small businesses survive."
"896","I applaud the bipartisan effort yesterday - expanding a tax credit for home buyers, extending unemployment benefits..."
"897","At 3:09am the Democrat majority dropped an amendment to cap and tax bill--Not a single member of Congress has read the 300 pg document!"
"898","Cap and tax is not a serious attempt to reduce carbon dioxide!"
"899","The cap and tax plan on the floor today is an attempt to collect more money from Americans through indirect taxation"
"900","Cap &amp; Tax, a better solution: an all of the above plan--develop new energy sources, open up U.S. resources and increase conservation."
"901","Our economy nor your wallet can afford cap and tax.  Higher energy costs and job loss.  That will drive our economy off a cliff!"
"902","Cap and tax is coming to the House floor for a vote this week--it's a new and massive tax for each and every American."
"903","Energy and Commerce Committee is talking cap and trade today.  We need to find cleaner sources of energy, but this plan is a new energy tax"
"904","We deserve better &amp; the American taxpayer needs to understand the magnitude of the deficits we�re passing on to our kids and their kids."
"905","Herbert Hoover raised taxes during a recession and it led to the worst depression on record."
"906","Increasing taxes during a recession will be the nail in the coffin for our economy."
"907","Taxing Americans with hundreds of billions of dollars is wrong."
"908","The $3.6 trillion budget President Obama is proposing includes the largest tax increase in U.S. history"
"909","AIG is showing a lack of sensitivity to the U.S. taxpayer who fronted dollars to rescue the company from failure."
"910","I do not support using taxpayer dollars to fund embryonic stem cell research, doing so is inappropriate and immoral."
"911","We CANNOT meet our fiscal responsibilities by raising taxes on small businesses, especially at a time of economic recession!"
"912","is asking Pelosi &amp; Reid to air stimulus hearings live on CSPAN--the public needs to know how their taxpayer money is being spent!"
"913","The bill includes $569.2 billion in job-killing tax hikes during the worst recession in a generation http://bit.ly/bOtfdx."
"914","Voted against raiding Medicare and SS, raising taxes, increasing the cost of insurance premiums, &amp; increasing our national debt &amp; deficit."
"915","11 tax issues you should know about in the bill: http://republicans.waysandmeans.house.gov/News/DocumentSingle.aspx?DocumentID=177350"
"916","The takeover contains $52 billion in new taxes &amp;lt;http://www.cbo.gov/ftpdocs/113xx/doc11355/hr4872.pdf&amp;gt; on employers who already cannot af ..."
"917","The taxes and mandates have already had chilling effect on hiring. Our economy didn't need this."
"918","Unfortunately many members continue to demonstrate they are tone-deaf. They continue to charge the taxpayers... http://tinyurl.com/3a74v9r"
"919","Your taxes since Obama took office are up $670B...  http://tinyurl.com/y7fduys"
"920","Bill will eliminate priv insurance, tax businesses &amp; individuals who don't participate, kill jobs, cut Medicare.  I support HR3218."
